numero_de_cliente	cantidad_votos	detalle_modelos
574139986	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
574513002	3	V3_1s + V3_2q + V3_4q
574728801	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
574782542	3	V3_1s + V3_2q + V3_4m
574859408	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
574955309	4	V3_1s + V3_2q + V3_3q + V3_4q
575187581	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
575286104	4	V3_1s + V3_2q + V3_4m + V3_4q
575327821	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
575360417	4	V3_1s + V3_2q + V3_3q + V3_4m
575362313	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
575381638	3	V3_1s + V3_3q + V3_4q
575523919	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
575592399	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
575690563	4	V3_1s + V3_2q + V3_3q + V3_4q
575879146	4	V3_1s + V3_2q + V3_3q + V3_4q
575902775	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
575973442	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
575973587	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
576039445	3	V3_3q + V3_4m + V3_4q
576194561	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
576222127	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
576287542	3	V3_1s + V3_2q + V3_4q
576315031	3	V3_1s + V3_2q + V3_4q
576328088	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
576361487	4	V3_1s + V3_2q + V3_4m + V3_4q
576382495	3	V3_1s + V3_2q + V3_4q
576438353	4	V3_1s + V3_2q + V3_3q + V3_4m
576799635	4	V3_1s + V3_2q + V3_3q + V3_4m
576802189	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
576908517	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577024982	4	V3_1s + V3_2q + V3_3q + V3_4m
577035699	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577067860	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577121899	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577144939	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577201976	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577298458	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577355196	4	V3_1s + V3_3q + V3_4m + V3_4q
577493463	4	V3_1s + V3_2q + V3_4m + V3_4q
577500679	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577548596	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577549467	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
577748485	3	V3_1s + V3_2q + V3_4m
577949400	3	V3_1s + V3_2q + V3_4q
578070100	3	V3_1s + V3_2q + V3_4q
578082346	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578361655	3	V3_3q + V3_4m + V3_4q
578486583	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578501314	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578588829	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578591818	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578592621	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578598821	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578625072	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578646148	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578703543	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578726293	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578844432	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578871418	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
578909488	4	V3_1s + V3_2q + V3_4m + V3_4q
578950615	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579074450	3	V3_1s + V3_2q + V3_4q
579090129	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579090786	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579207174	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579236927	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579411368	3	V3_3q + V3_4m + V3_4q
579494724	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579557952	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579587346	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579606381	4	V3_1s + V3_2q + V3_4m + V3_4q
579771924	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
579810865	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
580098927	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
580135537	3	V3_1s + V3_2q + V3_4m
580296486	3	V3_1s + V3_2q + V3_4q
580414556	3	V3_1s + V3_2q + V3_4m
580437161	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
580576743	3	V3_1s + V3_2q + V3_4m
580593224	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
580650620	3	V3_1s + V3_3q + V3_4m
580670970	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
580703344	3	V3_1s + V3_2q + V3_4q
580710056	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
580935616	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
581052449	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
581131936	4	V3_1s + V3_2q + V3_4m + V3_4q
581288077	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
581289751	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
581515174	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
581566071	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
581711195	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
581729726	4	V3_2q + V3_3q + V3_4m + V3_4q
581850999	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
582021213	3	V3_1s + V3_2q + V3_4q
582071965	4	V3_2q + V3_3q + V3_4m + V3_4q
582203092	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
582257789	4	V3_1s + V3_2q + V3_4m + V3_4q
582286227	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
582589754	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
582621548	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
582628106	3	V3_2q + V3_3q + V3_4m
582802044	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
582804452	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
582987783	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583068808	4	V3_1s + V3_2q + V3_3q + V3_4q
583177322	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583195409	4	V3_1s + V3_3q + V3_4m + V3_4q
583226554	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583416887	3	V3_1s + V3_2q + V3_4q
583457289	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583530218	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583576452	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583591329	3	V3_1s + V3_2q + V3_4q
583681466	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583748998	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583815804	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583820902	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583862764	3	V3_2q + V3_3q + V3_4q
583903968	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
583969972	4	V3_1s + V3_2q + V3_3q + V3_4m
583997094	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584136027	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584154328	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584289170	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584494243	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584648266	3	V3_3q + V3_4m + V3_4q
584650307	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584761588	3	V3_3q + V3_4m + V3_4q
584768010	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584782596	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584799001	4	V3_1s + V3_2q + V3_3q + V3_4m
584850709	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584879659	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584934356	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584950692	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
584956380	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585024569	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585047832	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585228251	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585252760	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585280394	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585338447	3	V3_1s + V3_2q + V3_4m
585363973	4	V3_1s + V3_2q + V3_4m + V3_4q
585451266	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585484443	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585550301	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585552342	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585553145	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585565246	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585618995	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585653563	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585673256	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585682658	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585772291	4	V3_1s + V3_3q + V3_4m + V3_4q
585877228	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585878466	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
585977723	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586018782	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586020311	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586143924	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586188919	4	V3_1s + V3_2q + V3_4m + V3_4q
586436802	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586443361	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586480483	4	V3_1s + V3_2q + V3_3q + V3_4m
586614745	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586766069	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
586810330	4	V3_1s + V3_2q + V3_4m + V3_4q
586861671	4	V3_1s + V3_2q + V3_4m + V3_4q
586977478	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
587110715	4	V3_1s + V3_2q + V3_3q + V3_4m
587232509	4	V3_1s + V3_2q + V3_4m + V3_4q
587279179	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
587362313	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
587486728	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
587964911	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
587969360	4	V3_1s + V3_2q + V3_3q + V3_4q
587997293	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588004441	4	V3_1s + V3_2q + V3_4m + V3_4q
588011734	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588100633	3	V3_1s + V3_3q + V3_4m
588323426	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588389054	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588399635	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588448858	4	V3_1s + V3_3q + V3_4m + V3_4q
588453162	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588532137	3	V3_1s + V3_2q + V3_4q
588543076	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588584426	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588601710	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588866510	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
588948406	4	V3_1s + V3_2q + V3_3q + V3_4m
589249236	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589255649	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589268407	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589320192	3	V3_1s + V3_2q + V3_4q
589442054	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589447665	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589478954	4	V3_1s + V3_2q + V3_3q + V3_4q
589526717	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589599501	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589624224	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589627503	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589648144	4	V3_1s + V3_2q + V3_3q + V3_4q
589674540	4	V3_1s + V3_2q + V3_3q + V3_4q
589705394	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589778024	3	V3_1s + V3_2q + V3_3q
589805736	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589829946	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589947291	4	V3_1s + V3_2q + V3_4m + V3_4q
589957496	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
589995643	4	V3_2q + V3_3q + V3_4m + V3_4q
590152219	3	V3_2q + V3_3q + V3_4q
590219819	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
590223978	4	V3_1s + V3_2q + V3_3q + V3_4q
590451656	4	V3_1s + V3_2q + V3_3q + V3_4q
590560606	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
590703766	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
590780265	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
590873613	4	V3_1s + V3_2q + V3_3q + V3_4m
590988105	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591065338	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591183477	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591268362	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591311394	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591527688	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591590626	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591594930	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591602300	4	V3_1s + V3_2q + V3_3q + V3_4q
591658670	3	V3_2q + V3_3q + V3_4q
591683248	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591685212	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591710959	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591766527	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591800661	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
591818090	3	V3_1s + V3_2q + V3_4q
591906400	3	V3_1s + V3_3q + V3_4m
591913838	4	V3_1s + V3_2q + V3_3q + V3_4m
592072745	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592074137	4	V3_1s + V3_2q + V3_3q + V3_4q
592123872	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592130508	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592135973	4	V3_1s + V3_2q + V3_3q + V3_4m
592179372	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592230858	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592260534	4	V3_1s + V3_2q + V3_3q + V3_4m
592277092	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592371533	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592536564	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592537298	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592546845	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592594540	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592862986	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592912500	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592926795	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
592935113	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
593045600	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
593102987	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
593300400	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
593646439	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
593665986	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
593668540	3	V3_1s + V3_2q + V3_4q
593737746	3	V3_1s + V3_2q + V3_4q
594024570	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594037550	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594141402	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594246996	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594249549	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594266543	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594362589	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594418012	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594497432	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594541625	4	V3_1s + V3_2q + V3_4m + V3_4q
594629644	3	V3_1s + V3_2q + V3_4q
594678867	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594689303	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594759525	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594791984	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594828808	3	V3_1s + V3_2q + V3_4q
594860242	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594991071	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
594994060	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595076178	4	V3_1s + V3_2q + V3_3q + V3_4m
595134154	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595152822	3	V3_1s + V3_3q + V3_4q
595243907	3	V3_1s + V3_2q + V3_4q
595286059	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595313916	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595336384	4	V3_1s + V3_2q + V3_3q + V3_4m
595364454	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595687674	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595718298	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595728144	4	V3_1s + V3_2q + V3_4m + V3_4q
595748494	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595861313	4	V3_1s + V3_2q + V3_3q + V3_4m
595881876	3	V3_1s + V3_2q + V3_4q
595911262	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
595994695	3	V3_1s + V3_2q + V3_3q
596021604	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596062441	4	V3_1s + V3_2q + V3_3q + V3_4m
596085344	3	V3_1s + V3_2q + V3_4q
596149443	3	V3_1s + V3_2q + V3_4m
596319435	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596338035	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596373842	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596386387	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596491400	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596549308	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596549957	3	V3_3q + V3_4m + V3_4q
596633902	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596758164	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596828685	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596830581	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596833356	4	V3_1s + V3_2q + V3_3q + V3_4q
596868651	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596904971	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596907960	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596968925	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596984091	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
596997661	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597060957	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597136876	4	V3_1s + V3_2q + V3_3q + V3_4m
597138404	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597162034	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597175381	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597190044	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597239703	3	V3_2q + V3_3q + V3_4q
597333273	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597358943	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597374477	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597391172	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597397227	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597412325	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597446381	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597475767	4	V3_1s + V3_2q + V3_3q + V3_4m
597640951	3	V3_1s + V3_2q + V3_4m
597643863	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597651301	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597656117	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597754059	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597814222	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597880294	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597923180	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
597943957	4	V3_1s + V3_2q + V3_4m + V3_4q
598008578	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598036793	4	V3_1s + V3_2q + V3_3q + V3_4m
598099808	4	V3_1s + V3_2q + V3_4m + V3_4q
598178057	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598197092	4	V3_1s + V3_2q + V3_4m + V3_4q
598197306	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598315163	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598335649	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598432575	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598477204	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598574267	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598687375	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598749075	3	V3_1s + V3_2q + V3_4m
598790134	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598878375	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
598882970	4	V3_1s + V3_2q + V3_3q + V3_4m
599123918	3	V3_1s + V3_3q + V3_4m
599226745	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599248112	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599249649	4	V3_2q + V3_3q + V3_4m + V3_4q
599337890	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599505038	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599523339	4	V3_1s + V3_2q + V3_4m + V3_4q
599566883	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599654535	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599796602	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599822272	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599899497	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
599974108	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600061180	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600108584	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600141035	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600151248	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600298046	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600509464	4	V3_1s + V3_2q + V3_3q + V3_4q
600536296	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600574076	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600582752	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600588952	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600590558	3	V3_1s + V3_2q + V3_4m
600625127	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600745016	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600749320	4	V3_1s + V3_2q + V3_3q + V3_4m
600893573	4	V3_1s + V3_2q + V3_4m + V3_4q
600922668	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600957450	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
600974299	3	V3_1s + V3_3q + V3_4q
601076836	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601135683	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601146187	4	V3_2q + V3_3q + V3_4m + V3_4q
601235888	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601290295	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601333685	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601435274	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601437973	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601471739	3	V3_1s + V3_2q + V3_4q
601610006	4	V3_1s + V3_2q + V3_4m + V3_4q
601652670	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601890698	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601905506	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
601960493	4	V3_1s + V3_3q + V3_4m + V3_4q
602083303	3	V3_1s + V3_2q + V3_4m
602146967	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602185985	3	V3_1s + V3_3q + V3_4m
602202612	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602317984	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602318274	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602330375	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602373620	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602429487	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602464056	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602491477	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
602499496	3	V3_3q + V3_4m + V3_4q
